case_id,case_summary,created_at,channel,case_type,category,plan_tier,customer_tenure_months,priority
ND-2025-001297,xero connector failure is stopping our month end.,2025-07-25 14:55:05+00:00,phone,incident,integrations,enterprise,58,Urgent
ND-2025-001298,database seems slow reports taking ages.,2025-07-26 09:20:30+00:00,email,incident,performance_outage,pro,20,High
ND-2025-001299,hitting rate limits on the api again.,2025-07-26 11:45:55+00:00,webchat,incident,integrations,standard,9,Medium
ND-2025-001300,oauth token for salesforce keeps expiring.,2025-07-26 14:10:20+00:00,email,incident,integrations,pro,31,High
ND-2025-001301,xero connector is down again.,2025-07-27 08:35:45+00:00,email,incident,integrations,enterprise,41,Urgent
ND-2025-001302,best practice for setting up multiple connectors?,2025-07-27 10:50:10+00:00,in_app,service_request,how_to_training,free,6,Low
ND-2025-001303,webhook failure for payment notifications.,2025-07-27 13:15:35+00:00,email,incident,integrations,pro,24,High
ND-2025-001304,auth error connecting to the new api.,2025-07-27 15:40:00+00:00,webchat,incident,integrations,standard,10,Medium
ND-2025-001305,xero sync failing.,2025-07-28 09:05:25+00:00,email,incident,integrations,pro,33,Urgent
ND-2025-001306,broken link on the help page.,2025-07-28 11:30:50+00:00,email,incident,bug,standard,5,Low
ND-2025-001307,connection timing out repeatedly on xero.,2025-07-28 13:55:15+00:00,phone,incident,integrations,pro,28,High
ND-2025-001308,slow loading times on polaris.,2025-07-28 16:20:40+00:00,email,incident,performance_outage,standard,16,Medium
ND-2025-001309,xero connector failure is critical.,2025-07-29 08:45:05+00:00,email,incident,integrations,enterprise,50,Urgent
ND-2025-001310,json error from the api connector.,2025-07-29 11:10:30+00:00,webchat,incident,integrations,pro,19,High
ND-2025-001311,add new user to the account.,2025-07-29 13:35:55+00:00,email,service_request,account_admin,free,4,Low
ND-2025-001312,mapping incorrect on the new connector.,2025-07-29 16:00:20+00:00,email,incident,integrations,standard,12,Medium
ND-2025-001313,xero outage affecting all dashboards.,2025-07-30 09:25:45+00:00,email,incident,integrations,enterprise,38,Urgent
ND-2025-001314,auth failed for shopify integration.,2025-07-30 11:50:10+00:00,in_app,incident,integrations,standard,9,Medium
ND-2025-001315,rate limit hit on the xero api.,2025-07-30 14:15:35+00:00,webchat,incident,integrations,pro,25,High
ND-2025-001316,500 error on the main dashboard.,2025-07-30 16:40:00+00:00,email,incident,performance_outage,standard,15,Urgent
ND-2025-001317,xero connector down.,2025-07-31 08:55:25+00:00,email,incident,integrations,pro,32,Urgent
ND-2025-001318,api timeout on the sync.,2025-07-31 10:20:50+00:00,phone,incident,integrations,pro,27,High
ND-2025-001319,token issue with salesforce.,2025-07-31 12:45:15+00:00,email,incident,integrations,standard,14,Medium
ND-2025-001320,webhooks not firing.,2025-07-31 15:10:40+00:00,webchat,incident,integrations,pro,21,High
ND-2025-001321,xero api completely unresponsive.,2025-07-01 10:30:00+00:00,email,incident,integrations,enterprise,45,Urgent
ND-2025-001322,cant connect xero it says auth failed but i paid.,2025-07-02 14:45:00+00:00,webchat,incident,integrations,standard,12,Medium
ND-2025-001323,polaris board is lagging badly.,2025-07-03 09:15:00+00:00,email,incident,performance_outage,pro,20,High
ND-2025-001324,mobile view of the dashboard is broken.,2025-07-04 11:20:00+00:00,in_app,incident,bug,standard,15,Medium
ND-2025-001325,xero sync timed out again.,2025-07-05 13:50:00+00:00,email,incident,integrations,pro,35,Urgent
ND-2025-001326,reset password for orbit id please.,2025-07-06 15:30:00+00:00,webchat,service_request,access_permissions,free,5,Low
ND-2025-001327,data mapping is off for salesforce.,2025-07-07 08:45:00+00:00,email,incident,integrations,pro,22,High
ND-2025-001328,xero connector down.,2025-07-08 10:10:00+00:00,phone,incident,integrations,enterprise,40,Urgent
ND-2025-001329,webhooks not receiving data.,2025-07-09 12:25:00+00:00,email,incident,integrations,standard,10,Medium
ND-2025-001330,500 error on report load.,2025-07-10 14:40:00+00:00,webchat,incident,performance_outage,pro,28,High
ND-2025-001331,api rate limit reached.,2025-07-11 09:05:00+00:00,email,incident,integrations,standard,14,Medium
ND-2025-001332,pricing for enterprise plan?,2025-07-12 11:35:00+00:00,in_app,service_request,other,free,0,Low
ND-2025-001333,json format error.,2025-07-13 13:50:00+00:00,email,incident,integrations,pro,18,High
ND-2025-001334,token problem with hubspot.,2025-07-14 15:15:00+00:00,webchat,incident,integrations,standard,11,Medium
ND-2025-001335,xero api down again.,2025-07-15 08:30:00+00:00,email,incident,integrations,pro,36,Urgent
ND-2025-001336,ui glitch on the login page.,2025-07-16 10:45:00+00:00,email,incident,bug,standard,6,Low
ND-2025-001337,salesforce sync timed out.,2025-07-17 12:00:00+00:00,phone,incident,integrations,pro,24,High
ND-2025-001338,export not working for pdf.,2025-07-18 14:25:00+00:00,webchat,service_request,data_reporting,standard,13,Medium
ND-2025-001339,auth error on connector.,2025-07-19 16:40:00+00:00,email,incident,integrations,standard,8,Medium
ND-2025-001340,xero down.,2025-07-20 09:05:00+00:00,email,incident,integrations,enterprise,42,Urgent
ND-2025-001341,latency is very high.,2025-07-21 11:30:00+00:00,in_app,incident,performance_outage,pro,19,High
ND-2025-001342,mapping error on the dashboard.,2025-07-22 13:55:00+00:00,email,incident,integrations,standard,15,Medium
ND-2025-001343,rate limit on api.,2025-07-23 15:20:00+00:00,webchat,incident,integrations,pro,26,High
ND-2025-001344,critical xero failure.,2025-07-24 08:35:00+00:00,email,incident,integrations,enterprise,55,Urgent
ND-2025-001345,update billing contact.,2025-07-25 10:10:00+00:00,email,service_request,account_admin,free,3,Low
ND-2025-001346,timeout on xero sync.,2025-07-26 12:35:00+00:00,phone,incident,integrations,pro,30,High
ND-2025-001347,safari compatibility issue.,2025-07-27 14:50:00+00:00,webchat,incident,bug,standard,9,Medium
ND-2025-001348,xero api outage.,2025-07-28 09:15:00+00:00,email,incident,integrations,enterprise,38,Urgent
ND-2025-001349,webhook failure.,2025-07-29 11:40:00+00:00,email,incident,integrations,standard,12,Medium
ND-2025-001350,database slow query.,2025-07-30 13:05:00+00:00,in_app,incident,performance_outage,pro,22,High
ND-2025-001351,oauth token error.,2025-07-31 15:30:00+00:00,webchat,incident,integrations,standard,16,Medium
ND-2025-001352,xero down.,2025-07-01 08:00:00+00:00,email,incident,integrations,pro,34,Urgent
ND-2025-001353,json invalid.,2025-07-02 10:25:00+00:00,email,incident,integrations,pro,20,High
ND-2025-001354,mfa policy question.,2025-07-03 12:50:00+00:00,phone,incident,security_privacy,pro,25,Medium
ND-2025-001355,auth error api.,2025-07-04 15:15:00+00:00,email,incident,integrations,standard,10,Medium
ND-2025-001356,rate limit exceeded.,2025-07-05 09:40:00+00:00,webchat,incident,integrations,pro,30,High
ND-2025-001357,xero connector broken.,2025-07-06 11:05:00+00:00,email,incident,integrations,enterprise,48,Urgent
ND-2025-001358,invoice incorrect.,2025-07-07 13:30:00+00:00,email,incident,billing_payments,standard,15,Medium
ND-2025-001359,mapping incorrect.,2025-07-08 15:55:00+00:00,webchat,incident,integrations,pro,22,High
ND-2025-001360,latency high.,2025-07-09 08:20:00+00:00,in_app,incident,performance_outage,standard,12,Medium
ND-2025-001361,timeout error.,2025-07-10 10:45:00+00:00,email,incident,integrations,pro,35,Urgent
ND-2025-001362,xero outage.,2025-07-11 13:10:00+00:00,email,incident,integrations,enterprise,52,Urgent
ND-2025-001363,test chat.,2025-07-12 15:35:00+00:00,webchat,service_request,other,free,0,Low
ND-2025-001364,oauth token invalid.,2025-07-13 09:50:00+00:00,email,incident,integrations,standard,14,Medium
ND-2025-001365,webhook failed.,2025-07-14 11:15:00+00:00,phone,incident,integrations,pro,28,High
ND-2025-001366,bug after update.,2025-07-15 13:40:00+00:00,email,incident,bug,standard,16,Medium
ND-2025-001367,api auth error.,2025-07-16 16:05:00+00:00,webchat,incident,integrations,pro,24,High
ND-2025-001368,xero sync down.,2025-07-17 08:30:00+00:00,email,incident,integrations,enterprise,40,Urgent
ND-2025-001369,rate limit hit.,2025-07-18 10:55:00+00:00,email,incident,integrations,standard,12,Medium
ND-2025-001400,polaris board loading spinner just hangs forever since this morning.,2025-08-01 08:15:22+00:00,email,incident,performance_outage,pro,24,Urgent
ND-2025-001401,forgot orbit id password after my holiday need reset asap.,2025-08-01 09:30:45+00:00,webchat,service_request,access_permissions,standard,12,Medium
ND-2025-001402,invoice for august seems to have a duplicate charge for seats.,2025-08-01 10:12:11+00:00,email,service_request,billing_payments,free,6,Low
ND-2025-001403,xero connector throwing 401 auth errors intermittently.,2025-08-01 11:45:00+00:00,phone,incident,integrations,enterprise,36,High
ND-2025-001404,how do i add a widget to the main polaris dashboard?,2025-08-01 13:20:33+00:00,in_app,service_request,how_to_training,standard,2,Low
ND-2025-001405,pdf export of the kpi report is cutting off the bottom row.,2025-08-01 14:55:10+00:00,email,incident,bug,pro,48,Medium
ND-2025-001406,need to remove a user who left the company last week.,2025-08-01 16:10:05+00:00,webchat,service_request,account_admin,standard,15,Low
ND-2025-001407,orbit id mfa is not sending sms codes to our team in france.,2025-08-02 09:05:44+00:00,email,incident,security_privacy,enterprise,60,High
ND-2025-001408,data from yesterday is missing in the sales polaris board.,2025-08-02 11:22:18+00:00,webchat,service_request,data_reporting,pro,9,Medium
ND-2025-001409,salesforce connector hitting rate limits during sync.,2025-08-02 14:40:55+00:00,email,incident,integrations,standard,20,High
ND-2025-001410,interested in upgrading to pro for the new visualization features.,2025-08-02 16:00:00+00:00,email,service_request,other,free,0,Low
ND-2025-001411,the filter dropdown is stuck behind the chart widget.,2025-08-03 08:45:21+00:00,in_app,incident,bug,pro,30,Medium
ND-2025-001412,system is incredibly slow loading reports this morning.,2025-08-03 10:15:33+00:00,phone,incident,performance_outage,enterprise,55,Urgent
ND-2025-001413,want to downgrade to standard tier as we don't use all features.,2025-08-03 12:30:10+00:00,email,service_request,billing_payments,standard,11,Low
ND-2025-001414,okta sso integration failing for new users.,2025-08-04 09:10:00+00:00,webchat,incident,access_permissions,enterprise,40,High
ND-2025-001415,can't share the q2 financials polaris board with the team.,2025-08-04 11:55:45+00:00,email,service_request,data_reporting,pro,5,Medium
ND-2025-001416,need examples of best practice for inventory widgets.,2025-08-04 13:40:22+00:00,in_app,service_request,how_to_training,standard,3,Low
ND-2025-001417,queries on the large dataset are timing out.,2025-08-05 08:20:15+00:00,email,incident,performance_outage,pro,18,High
ND-2025-001418,need a vat receipt for the last invoice please.,2025-08-05 10:05:50+00:00,webchat,service_request,billing_payments,standard,8,Low
ND-2025-001419,shopify webhooks not triggering updates in northstar.,2025-08-05 14:15:30+00:00,email,incident,integrations,pro,22,Medium
ND-2025-001420,change organisation name in settings.,2025-08-06 09:00:00+00:00,email,service_request,account_admin,standard,14,Low
ND-2025-001421,admin account locked out suspicious activity warning.,2025-08-06 11:30:25+00:00,phone,incident,access_permissions,enterprise,50,Urgent
ND-2025-001422,why are the timestamps on the polaris board in utc?,2025-08-06 13:45:10+00:00,webchat,service_request,data_reporting,pro,7,Medium
ND-2025-001423,app crashing on ios when opening the sales widget.,2025-08-07 08:50:40+00:00,email,incident,bug,standard,19,Medium
ND-2025-001424,new here need help setting up my first connector.,2025-08-07 10:10:15+00:00,in_app,service_request,how_to_training,free,1,Low
ND-2025-001425,hubspot deal stages mapped incorrectly in northstar.,2025-08-07 12:25:55+00:00,email,incident,integrations,pro,33,High
ND-2025-001426,seo services for your website.,2025-08-07 15:30:30+00:00,webchat,service_request,other,free,0,Low
ND-2025-001427,right to be forgotten request for a former employee.,2025-08-08 09:15:00+00:00,email,incident,security_privacy,standard,28,High
ND-2025-001428,getting random 500 errors when saving changes to dashboards.,2025-08-08 11:40:45+00:00,phone,incident,performance_outage,enterprise,65,Urgent
ND-2025-001429,payment failed but card details are correct.,2025-08-08 14:05:20+00:00,email,service_request,billing_payments,pro,10,High
ND-2025-001430,polaris board looks weird on firefox.,2025-08-09 10:00:00+00:00,webchat,incident,bug,standard,16,Medium
ND-2025-001431,filter by region is not excluding the selected values.,2025-08-09 12:30:10+00:00,email,service_request,data_reporting,pro,4,Medium
ND-2025-001432,docs on api rate limits are confusing.,2025-08-10 09:45:30+00:00,in_app,service_request,how_to_training,standard,2,Low
ND-2025-001433,salesforce seems down affecting our northstar sync.,2025-08-10 14:10:55+00:00,email,incident,integrations,enterprise,42,High
ND-2025-001434,need audit logs for user activity last month.,2025-08-11 08:30:20+00:00,webchat,service_request,account_admin,pro,24,Medium
ND-2025-001435,completely unable to access northstar desk getting 502.,2025-08-11 10:55:40+00:00,email,incident,performance_outage,enterprise,60,Urgent
ND-2025-001436,question about pro tier pricing for next renewal.,2025-08-11 13:20:15+00:00,phone,service_request,billing_payments,standard,5,Low
ND-2025-001437,link to help center in the footer is broken.,2025-08-12 09:05:00+00:00,email,incident,bug,free,3,Low
ND-2025-001438,need to change a user role from viewer to editor.,2025-08-12 11:45:25+00:00,webchat,service_request,access_permissions,pro,12,Medium
ND-2025-001439,polaris board not refreshing data since yesterday.,2025-08-12 15:10:50+00:00,email,incident,data_reporting,enterprise,36,High
ND-2025-001440,steps to debug a failed connector sync?,2025-08-13 08:40:10+00:00,in_app,service_request,how_to_training,standard,8,Medium
ND-2025-001441,potential xss vulnerability found in the widget title field.,2025-08-13 10:25:35+00:00,email,incident,security_privacy,pro,55,Urgent
ND-2025-001442,update yesterday broke our custom widget layout.,2025-08-13 12:50:00+00:00,phone,incident,bug,enterprise,20,High
ND-2025-001443,is this the pizza place?,2025-08-14 09:30:22+00:00,webchat,service_request,other,free,0,Low
ND-2025-001444,requesting refund for the accidental pro upgrade.,2025-08-14 11:15:45+00:00,email,service_request,billing_payments,standard,6,Medium
ND-2025-001445,cannot log in orbit id service unavailable.,2025-08-14 14:40:10+00:00,in_app,incident,performance_outage,pro,45,Urgent
ND-2025-001446,stop sending me so many marketing emails please.,2025-08-15 08:55:30+00:00,email,service_request,account_admin,standard,13,Low
ND-2025-001447,xero sync timing out after 10 minutes.,2025-08-15 10:40:55+00:00,webchat,incident,integrations,pro,30,High
ND-2025-001448,need help verifying our domain for sso.,2025-08-15 13:00:20+00:00,phone,service_request,access_permissions,enterprise,18,Medium
ND-2025-001449,csv export formatting is broken all messy.,2025-08-16 09:10:45+00:00,email,incident,data_reporting,standard,9,Medium
ND-2025-001450,button colour looks wrong on the settings page.,2025-08-16 11:35:10+00:00,webchat,service_request,bug,free,2,Low
ND-2025-001451,very high latency on the main dashboard right now.,2025-08-17 08:25:30+00:00,email,incident,performance_outage,pro,38,Urgent
ND-2025-001452,update credit card info failing.,2025-08-17 10:50:55+00:00,in_app,service_request,billing_payments,standard,15,High
ND-2025-001453,json parsing error from the api connector.,2025-08-18 09:00:20+00:00,email,incident,integrations,pro,22,Medium
ND-2025-001454,configuring the new polaris widget need help.,2025-08-18 11:15:45+00:00,webchat,service_request,how_to_training,standard,4,Low
ND-2025-001455,lost phone need 2fa reset for admin account.,2025-08-18 14:30:10+00:00,phone,incident,access_permissions,enterprise,50,Urgent
ND-2025-001456,northstar app crashes when i click export.,2025-08-19 08:45:35+00:00,email,incident,bug,pro,28,High
ND-2025-001457,chart not displaying the correct currency symbol.,2025-08-19 10:20:00+00:00,webchat,service_request,data_reporting,standard,11,Medium
ND-2025-001458,just seeing a spinner when i load the board.,2025-08-19 13:55:25+00:00,email,incident,performance_outage,enterprise,60,Urgent
ND-2025-001459,what is the data retention policy for closed accounts?,2025-08-20 09:10:50+00:00,in_app,service_request,account_admin,standard,7,Low
ND-2025-001460,oauth token for salesforce keeps expiring.,2025-08-20 11:40:15+00:00,email,incident,integrations,pro,35,High
ND-2025-001461,we would like to partner with northstar desk.,2025-08-20 14:15:40+00:00,webchat,service_request,other,free,0,Low
ND-2025-001462,session timing out too quickly during work.,2025-08-21 08:30:00+00:00,phone,incident,security_privacy,standard,14,Medium
ND-2025-001463,screen freezes when dragging widgets on polaris.,2025-08-21 10:55:25+00:00,email,incident,bug,enterprise,40,High
ND-2025-001464,query about subscription renewal date.,2025-08-21 13:20:50+00:00,webchat,service_request,billing_payments,standard,5,Low
ND-2025-001465,visualization looks broken on the new report.,2025-08-22 09:05:15+00:00,email,incident,data_reporting,pro,26,Medium
ND-2025-001466,do you have a video tutorial for beginners?,2025-08-22 11:30:40+00:00,in_app,service_request,how_to_training,free,1,Low
ND-2025-001467,engine failure message then crash.,2025-08-22 14:45:00+00:00,email,incident,performance_outage,enterprise,55,Urgent
ND-2025-001468,invite link for new user expired.,2025-08-23 08:20:25+00:00,webchat,service_request,access_permissions,standard,12,Medium
ND-2025-001469,rest api returning invalid json.,2025-08-23 10:55:50+00:00,phone,incident,integrations,pro,32,High
ND-2025-001470,received a dunning email but we paid yesterday.,2025-08-23 13:10:15+00:00,email,service_request,billing_payments,standard,8,Medium
ND-2025-001471,v2 update broke our custom css injection.,2025-08-24 09:40:30+00:00,webchat,incident,bug,enterprise,48,High
ND-2025-001472,how to define custom kpis in polaris?,2025-08-24 12:05:55+00:00,email,service_request,data_reporting,free,3,Low
ND-2025-001473,status page says operational but we are down.,2025-08-25 08:30:20+00:00,in_app,incident,performance_outage,pro,36,Urgent
ND-2025-001474,google auth integration not showing up.,2025-08-25 11:00:45+00:00,webchat,service_request,access_permissions,standard,17,Medium
ND-2025-001475,hubspot contacts not syncing to northstar.,2025-08-25 13:45:10+00:00,email,incident,integrations,pro,25,High
ND-2025-001476,update email preferences for billing contact.,2025-08-26 09:15:35+00:00,phone,service_request,account_admin,standard,6,Low
ND-2025-001477,safari browser showing blank page on login.,2025-08-26 11:40:00+00:00,email,incident,bug,pro,19,Medium
ND-2025-001478,pdf report layout is different from screen.,2025-08-26 14:10:25+00:00,webchat,service_request,data_reporting,standard,10,Low
ND-2025-001479,gateway timeout 504 on all api requests.,2025-08-27 08:50:50+00:00,email,incident,performance_outage,enterprise,50,Urgent
ND-2025-001480,want to upgrade to pro for the summer deal.,2025-08-27 11:20:15+00:00,in_app,service_request,billing_payments,free,2,Medium
ND-2025-001481,our pen test found a weak cipher suite.,2025-08-27 13:55:40+00:00,webchat,incident,security_privacy,enterprise,60,High
ND-2025-001482,is there a walkthrough for the new connector wizard?,2025-08-28 09:10:00+00:00,email,service_request,how_to_training,standard,5,Low
ND-2025-001483,sync is stuck at 99% for hours.,2025-08-28 11:35:25+00:00,phone,incident,integrations,pro,28,Medium
ND-2025-001484,do you offer non-profit discounts?,2025-08-28 14:00:50+00:00,email,service_request,other,free,0,Low
ND-2025-001485,chrome specific crash when editing widgets.,2025-08-29 08:45:15+00:00,webchat,incident,bug,enterprise,42,High
ND-2025-001486,need a filter for customer lifetime value.,2025-08-29 10:30:40+00:00,in_app,service_request,data_reporting,standard,16,Medium
ND-2025-001487,uptime dropped below sla this month.,2025-08-29 13:15:00+00:00,email,incident,performance_outage,enterprise,58,Urgent
ND-2025-001488,hit seat limit need to add more.,2025-08-30 09:20:25+00:00,webchat,service_request,billing_payments,standard,8,Low
ND-2025-001489,locked out of orbit id after too many attempts.,2025-08-30 11:45:50+00:00,phone,incident,access_permissions,pro,24,High
ND-2025-001490,api returning 500 error on valid request.,2025-08-30 14:30:15+00:00,email,incident,integrations,standard,20,Medium
ND-2025-001491,close my account please.,2025-08-31 08:55:40+00:00,webchat,service_request,account_admin,free,3,Low
ND-2025-001492,generic error message when saving report.,2025-08-31 11:20:00+00:00,email,incident,bug,pro,15,Medium
ND-2025-001493,the font looks weird.,2025-08-01 15:00:00+00:00,email,incident,bug,standard,12,Low
ND-2025-001494,reset password link not working.,2025-08-02 16:20:00+00:00,webchat,service_request,access_permissions,pro,5,Medium
ND-2025-001495,slow loading times on report page.,2025-08-03 09:40:00+00:00,phone,incident,performance_outage,enterprise,30,High
ND-2025-001496,where is my august invoice?,2025-08-04 12:15:00+00:00,email,service_request,billing_payments,standard,4,Low
ND-2025-001497,connector says connected but no data.,2025-08-05 14:50:00+00:00,in_app,incident,integrations,pro,18,Medium
ND-2025-001498,cannot find the help article on widgets.,2025-08-06 10:10:00+00:00,email,service_request,how_to_training,free,2,Low
ND-2025-001499,login attempt from unknown ip.,2025-08-07 13:30:00+00:00,webchat,incident,security_privacy,enterprise,40,Urgent
ND-2025-001500,cannot add new user getting error.,2025-08-08 08:25:00+00:00,phone,service_request,account_admin,standard,10,Medium
ND-2025-001501,dashboard widgets are all blank.,2025-08-09 11:45:00+00:00,email,incident,data_reporting,pro,25,High
ND-2025-001502,just testing the support chat.,2025-08-10 14:10:00+00:00,in_app,service_request,other,free,1,Low
ND-2025-001503,menu bar flickers when scrolling.,2025-08-11 09:30:00+00:00,webchat,incident,bug,standard,14,Medium
ND-2025-001504,is vat included in the price?,2025-08-12 13:50:00+00:00,email,service_request,billing_payments,standard,6,Low
ND-2025-001505,reports stuck on loading for 20 mins.,2025-08-13 08:40:00+00:00,phone,incident,performance_outage,pro,35,High
ND-2025-001506,webhook did not fire yesterday.,2025-08-14 11:15:00+00:00,email,incident,integrations,standard,22,Medium
ND-2025-001507,need admin access to see billing.,2025-08-15 15:00:00+00:00,webchat,service_request,access_permissions,free,3,Low
ND-2025-001508,csv download failed network error.,2025-08-16 09:20:00+00:00,in_app,incident,data_reporting,pro,12,Medium
ND-2025-001509,setup guide for xero connector?,2025-08-17 12:45:00+00:00,email,service_request,how_to_training,standard,1,Low
ND-2025-001510,mobile view is completely broken.,2025-08-18 14:30:00+00:00,phone,incident,bug,enterprise,28,High
ND-2025-001511,still waiting on that refund.,2025-08-19 08:55:00+00:00,email,service_request,billing_payments,standard,5,Medium
ND-2025-001512,500 internal server error on main page.,2025-08-20 11:10:00+00:00,webchat,incident,performance_outage,pro,45,Urgent
ND-2025-001513,where can i download my data archive?,2025-08-21 13:25:00+00:00,in_app,service_request,account_admin,free,2,Low
ND-2025-001514,oauth error when connecting hubspot.,2025-08-22 09:50:00+00:00,email,incident,integrations,standard,16,Medium
ND-2025-001515,orbit id not accepting correct password.,2025-08-23 14:40:00+00:00,phone,incident,security_privacy,enterprise,32,High
ND-2025-001516,chart axes are not scaling correctly.,2025-08-24 10:15:00+00:00,webchat,service_request,data_reporting,standard,8,Medium
ND-2025-001517,it just freezes when i open settings.,2025-08-25 12:30:00+00:00,email,incident,bug,pro,4,Low
ND-2025-001518,best practice for managing multiple clients?,2025-08-26 08:40:00+00:00,in_app,service_request,how_to_training,standard,11,Medium
ND-2025-001519,extreme latency making work impossible.,2025-08-27 11:05:00+00:00,phone,incident,performance_outage,enterprise,50,High
ND-2025-001520,need to downgrade to free tier.,2025-08-28 15:20:00+00:00,email,service_request,billing_payments,standard,7,Low
ND-2025-001521,salesforce data mismatch in northstar.,2025-08-29 09:30:00+00:00,webchat,incident,integrations,pro,20,Medium
ND-2025-001522,mfa code not arriving via sms.,2025-08-30 13:45:00+00:00,in_app,service_request,access_permissions,standard,14,High
ND-2025-001523,clicking on profile gives 404.,2025-08-31 08:50:00+00:00,email,incident,bug,free,3,Low
ND-2025-001524,turn off these notification emails.,2025-08-01 14:10:00+00:00,phone,service_request,account_admin,standard,9,Medium
ND-2025-001525,timezone conversion is off by one hour.,2025-08-05 10:30:00+00:00,webchat,incident,data_reporting,pro,26,High
ND-2025-001526,need onboarding help for my team.,2025-08-10 15:45:00+00:00,email,service_request,how_to_training,free,1,Low
ND-2025-001527,system crashed during presentation.,2025-08-15 11:20:00+00:00,in_app,incident,performance_outage,enterprise,60,Urgent
ND-2025-001528,card expired need to update.,2025-08-20 09:05:00+00:00,phone,service_request,billing_payments,standard,12,Medium
ND-2025-001529,v2 update caused regression in reports.,2025-08-25 13:50:00+00:00,email,incident,bug,pro,30,High
ND-2025-001600,polaris board showing empty widgets for august sales data,2025-09-01 09:15:22+00:00,email,service_request,data_reporting,standard,14,Medium
ND-2025-001601,need help configuring the xero connector for multi-currency,2025-09-01 10:05:45+00:00,webchat,service_request,how_to_training,pro,6,Low
ND-2025-001602,orbit id login screen misaligned on safari browser,2025-09-01 11:42:10+00:00,in_app,incident,bug,enterprise,32,High
ND-2025-001603,cannot export polaris report to pdf it just spins,2025-09-01 13:20:05+00:00,email,service_request,data_reporting,standard,9,Medium
ND-2025-001604,locked out of orbit id after too many attempts,2025-09-01 14:55:30+00:00,phone,service_request,access_permissions,free,2,Urgent
ND-2025-001605,can you show me best practice for filtering polaris widgets by region?,2025-09-01 16:10:12+00:00,webchat,service_request,how_to_training,pro,24,Low
ND-2025-001606,salesforce connector throwing 401 unauthorized errors,2025-09-02 08:30:00+00:00,email,incident,integrations,enterprise,40,High
ND-2025-001607,filter on the main polaris board isn't excluding vat correctly,2025-09-02 09:45:18+00:00,in_app,service_request,data_reporting,standard,18,Medium
ND-2025-001608,charged for enterprise tier but we are on pro,2025-09-02 10:15:55+00:00,email,service_request,billing_payments,pro,5,High
ND-2025-001609,need to remove a user from our organization settings,2025-09-02 11:50:33+00:00,webchat,service_request,account_admin,standard,1,Low
ND-2025-001610,polaris dashboard taking over 30 seconds to load,2025-09-02 13:05:44+00:00,email,incident,performance_outage,enterprise,60,Urgent
ND-2025-001611,where do i find the documentation for orbit id setup?,2025-09-02 14:40:21+00:00,in_app,service_request,how_to_training,free,3,Medium
ND-2025-001612,csv export from polaris widget has missing columns,2025-09-03 09:10:05+00:00,email,incident,bug,standard,12,Medium
ND-2025-001613,why are my polaris timestamps in utc and not bst?,2025-09-03 10:25:15+00:00,webchat,service_request,data_reporting,pro,7,Low
ND-2025-001614,alert about suspicious login attempts via orbit id,2025-09-03 11:55:40+00:00,email,incident,security_privacy,enterprise,50,Urgent
ND-2025-001615,interested in upgrading to pro for the salesforce connector,2025-09-03 13:30:50+00:00,phone,service_request,other,free,0,Low
ND-2025-001616,my widget isn't updating properly what steps should i take?,2025-09-03 15:10:22+00:00,in_app,service_request,how_to_training,standard,15,Medium
ND-2025-001617,colleague cannot see the shared polaris board,2025-09-04 08:45:11+00:00,email,service_request,data_reporting,pro,22,High
ND-2025-001618,app crashes when viewing large polaris widgets on iphone,2025-09-04 10:00:33+00:00,webchat,incident,bug,standard,8,Medium
ND-2025-001619,invitation link for new user expired,2025-09-04 11:20:45+00:00,email,service_request,access_permissions,free,4,Low
ND-2025-001620,data in polaris hasn't refreshed since yesterday,2025-09-04 12:55:10+00:00,in_app,service_request,data_reporting,enterprise,30,High
ND-2025-001621,field mapping incorrect in hubspot connector,2025-09-04 14:15:55+00:00,email,incident,integrations,standard,11,Medium
ND-2025-001622,clarification needed on docs for api rate limits,2025-09-05 09:05:30+00:00,webchat,service_request,how_to_training,pro,5,Low
ND-2025-001623,polaris board won't scroll on firefox,2025-09-05 10:40:15+00:00,email,incident,bug,standard,19,Medium
ND-2025-001624,critical kpi widget missing from executive polaris board,2025-09-05 12:25:40+00:00,in_app,service_request,data_reporting,enterprise,28,High
ND-2025-001625,need to change the email for invoices,2025-09-05 13:50:00+00:00,email,service_request,account_admin,standard,10,Low
ND-2025-001626,system is crawling practically unusable,2025-09-05 15:15:25+00:00,phone,incident,performance_outage,pro,35,Urgent
ND-2025-001627,numbers on polaris don't match xero export,2025-09-06 09:30:12+00:00,email,service_request,data_reporting,standard,16,Medium
ND-2025-001628,how do i create a new widget?,2025-09-06 11:05:44+00:00,webchat,service_request,how_to_training,free,2,Low
ND-2025-001629,link to settings returns 404,2025-09-06 13:45:55+00:00,in_app,incident,bug,pro,25,Medium
ND-2025-001630,date filter on polaris board ignores end date,2025-09-07 08:20:10+00:00,email,service_request,data_reporting,enterprise,45,High
ND-2025-001631,requesting refund for unused seat,2025-09-07 10:00:30+00:00,webchat,service_request,billing_payments,standard,3,Medium
ND-2025-001632,best way to organize multiple polaris boards?,2025-09-07 11:35:45+00:00,email,service_request,how_to_training,standard,8,Low
ND-2025-001633,widgets broken after the v2 update,2025-09-07 14:10:05+00:00,in_app,incident,bug,enterprise,33,High
