case_id,snapshot_at,created_at,channel,case_type,category,subcategory,priority,sla_target_hours,first_response_time_hours,resolution_time_hours,status,resolution_code,escalated,assigned_team,escalation_team,customer_tenure_months,plan_tier,region_uk,age_band,gender,case_summary,sentiment,csat_score,tags
ND-2025-001298,2026-01-01T00:00:00Z,2025-07-26 09:20:30+00:00,email,incident,performance_outage,database_slow,High,8.0,3.2,11.8,solved,fixed,false,engineering,,20,pro,North East,35-44,F,database seems slow reports taking ages.,Negative,4,database;slow;report;loading
ND-2025-001299,2026-01-01T00:00:00Z,2025-07-26 11:45:55+00:00,webchat,incident,integrations,rate_limit_hit,Medium,24.0,6.5,25.2,solved,workaround,false,engineering,,9,standard,South East,25-34,M,hitting rate limits on the api again.,Neutral,4,rate_limit_hit;api;limit;again
ND-2025-001300,2026-01-01T00:00:00Z,2025-07-26 14:10:20+00:00,email,incident,integrations,oauth_token_issue,High,8.0,2.5,9.5,solved,fixed,true,engineering,engineering,31,pro,London,45-54,M,oauth token for salesforce keeps expiring.,Negative,3,oauth;token;salesforce;expire
ND-2025-001301,2026-01-01T00:00:00Z,2025-07-27 08:35:45+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,0.9,4.8,solved,fixed,true,engineering,engineering,41,enterprise,South West,45-54,F,xero connector is down again.,Negative,2,third_party_outage;xero;connector;down
ND-2025-001302,2026-01-01T00:00:00Z,2025-07-27 10:50:10+00:00,in_app,service_request,how_to_training,best_practice,Low,48.0,20.5,45.8,solved,answered,false,support,,6,free,West Midlands,18-24,M,best practice for setting up multiple connectors?,Neutral,5,best_practice;connector;setup;how_to
ND-2025-001303,2026-01-01T00:00:00Z,2025-07-27 13:15:35+00:00,email,incident,integrations,webhook_failure,High,8.0,3.1,10.8,solved,fixed,false,engineering,,24,pro,London,35-44,F,webhook failure for payment notifications.,Negative,3,webhook;payment;failure;notification
ND-2025-001304,2026-01-01T00:00:00Z,2025-07-27 15:40:00+00:00,webchat,incident,integrations,api_auth_error,Medium,24.0,5.8,24.5,solved,fixed,false,support,,10,standard,Scotland,25-34,M,auth error connecting to the new api.,Neutral,4,api;auth;error;connect
ND-2025-001305,2026-01-01T00:00:00Z,2025-07-28 09:05:25+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.2,5.5,solved,duplicate,true,engineering,,33,pro,North West,35-44,F,xero sync failing.,Negative,,third_party_outage;xero;sync;fail
ND-2025-001306,2026-01-01T00:00:00Z,2025-07-28 11:30:50+00:00,email,incident,bug,broken_link,Low,48.0,24.5,49.5,solved,fixed,false,engineering,,5,standard,East Midlands,25-34,M,broken link on the help page.,Neutral,5,bug;broken_link;help;page
ND-2025-001307,2026-01-01T00:00:00Z,2025-07-28 13:55:15+00:00,phone,incident,integrations,timeout_error,High,8.0,2.8,11.2,solved,fixed,true,engineering,engineering,28,pro,London,45-54,M,connection timing out repeatedly on xero.,Negative,2,timeout;xero;connection;repeat
ND-2025-001308,2026-01-01T00:00:00Z,2025-07-28 16:20:40+00:00,email,incident,performance_outage,latency_spike,Medium,24.0,6.5,25.8,solved,fixed,false,engineering,,16,standard,Wales,25-34,F,slow loading times on polaris.,Negative,4,latency;slow;polaris;loading
ND-2025-001309,2026-01-01T00:00:00Z,2025-07-29 08:45:05+00:00,email,incident,integrations,third_party_outage,Urgent,2.0,0.5,3.2,solved,fixed,true,engineering,engineering,50,enterprise,London,55-64,M,xero connector failure is critical.,Negative,1,third_party_outage;xero;connector;failure
ND-2025-001310,2026-01-01T00:00:00Z,2025-07-29 11:10:30+00:00,webchat,incident,integrations,json,High,8.0,3.5,12.5,solved,fixed,false,engineering,,19,pro,South East,35-44,M,json error from the api connector.,Neutral,3,json;api;connector;error
ND-2025-001311,2026-01-01T00:00:00Z,2025-07-29 13:35:55+00:00,email,service_request,account_admin,user_add_remove,Low,48.0,18.5,46.2,solved,answered,false,support,,4,free,North East,18-24,F,add new user to the account.,Neutral,,admin;user;add;account
ND-2025-001312,2026-01-01T00:00:00Z,2025-07-29 16:00:20+00:00,email,incident,integrations,mapping_error,Medium,24.0,7.2,26.1,solved,fixed,false,engineering,,12,standard,South West,25-34,M,mapping incorrect on the new connector.,Negative,4,mapping_error;connector;incorrect;field
ND-2025-001313,2026-01-01T00:00:00Z,2025-07-30 09:25:45+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.1,5.8,solved,fixed,true,engineering,engineering,38,enterprise,London,45-54,F,xero outage affecting all dashboards.,Negative,2,third_party_outage;xero;outage;dashboard
ND-2025-001314,2026-01-01T00:00:00Z,2025-07-30 11:50:10+00:00,in_app,incident,integrations,api_auth_error,Medium,24.0,5.5,23.5,solved,fixed,false,support,,9,standard,East of England,25-34,M,auth failed for shopify integration.,Neutral,5,api;auth;shopify;integration
ND-2025-001315,2026-01-01T00:00:00Z,2025-07-30 14:15:35+00:00,webchat,incident,integrations,rate_limit_hit,High,8.0,2.8,10.2,solved,workaround,true,engineering,engineering,25,pro,London,35-44,M,rate limit hit on the xero api.,Negative,3,rate_limit_hit;xero;api;limit
ND-2025-001316,2026-01-01T00:00:00Z,2025-07-30 16:40:00+00:00,email,incident,performance_outage,500_error,Urgent,4.0,0.8,4.2,solved,fixed,true,engineering,engineering,15,standard,North West,25-34,F,500 error on the main dashboard.,Negative,2,500_error;dashboard;error;crash
ND-2025-001317,2026-01-01T00:00:00Z,2025-07-31 08:55:25+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,0.9,4.5,solved,duplicate,true,engineering,,32,pro,London,45-54,M,xero connector down.,Negative,,third_party_outage;xero;connector;down
ND-2025-001318,2026-01-01T00:00:00Z,2025-07-31 10:20:50+00:00,phone,incident,integrations,timeout_error,High,8.0,3.5,11.5,solved,fixed,true,engineering,engineering,27,pro,South East,35-44,F,api timeout on the sync.,Negative,3,timeout;api;sync;error
ND-2025-001319,2026-01-01T00:00:00Z,2025-07-31 12:45:15+00:00,email,incident,integrations,oauth_token_issue,Medium,24.0,6.2,25.8,solved,fixed,false,engineering,,14,standard,Yorkshire,25-34,M,token issue with salesforce.,Neutral,4,oauth;token;salesforce;issue
ND-2025-001320,2026-01-01T00:00:00Z,2025-07-31 15:10:40+00:00,webchat,incident,integrations,webhook_failure,High,8.0,2.5,9.2,solved,fixed,true,engineering,engineering,21,pro,West Midlands,35-44,M,webhooks not firing.,Negative,3,webhook;failure;connector;api
ND-2025-001321,2026-01-01T00:00:00Z,2025-07-01 10:30:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.5,5.2,solved,fixed,true,engineering,engineering,45,enterprise,London,45-54,M,xero api completely unresponsive.,Negative,2,third_party_outage;xero;api;unresponsive
ND-2025-001322,2026-01-01T00:00:00Z,2025-07-02 14:45:00+00:00,webchat,incident,integrations,api_auth_error,Medium,24.0,5.2,24.1,solved,fixed,false,billing,,12,standard,South West,25-34,F,cant connect xero it says auth failed but i paid.,Negative,4,api;auth;xero;failed;billing
ND-2025-001323,2026-01-01T00:00:00Z,2025-07-03 09:15:00+00:00,email,incident,performance_outage,latency_spike,High,8.0,3.1,10.5,solved,fixed,false,engineering,,20,pro,North East,35-44,M,polaris board is lagging badly.,Negative,3,latency;lag;polaris;slow
ND-2025-001324,2026-01-01T00:00:00Z,2025-07-04 11:20:00+00:00,in_app,incident,bug,mobile_issue,Medium,24.0,6.8,22.5,solved,fixed,false,engineering,,15,standard,Scotland,25-34,F,mobile view of the dashboard is broken.,Negative,4,bug;mobile;dashboard;view
ND-2025-001325,2026-01-01T00:00:00Z,2025-07-05 13:50:00+00:00,email,incident,integrations,timeout_error,Urgent,4.0,0.9,4.8,solved,fixed,true,engineering,engineering,35,pro,London,45-54,M,xero sync timed out again.,Negative,2,timeout;xero;sync;again
ND-2025-001326,2026-01-01T00:00:00Z,2025-07-06 15:30:00+00:00,webchat,service_request,access_permissions,password_reset,Low,48.0,12.5,45.2,solved,answered,false,support,,5,free,Wales,18-24,F,reset password for orbit id please.,Neutral,5,password;reset;orbit_id;login
ND-2025-001327,2026-01-01T00:00:00Z,2025-07-07 08:45:00+00:00,email,incident,integrations,mapping_error,High,8.0,2.5,9.8,solved,fixed,false,engineering,,22,pro,East Midlands,35-44,M,data mapping is off for salesforce.,Negative,3,mapping_error;salesforce;data;off
ND-2025-001328,2026-01-01T00:00:00Z,2025-07-08 10:10:00+00:00,phone,incident,integrations,third_party_outage,Urgent,4.0,1.2,5.5,solved,duplicate,true,engineering,,40,enterprise,London,55-64,M,xero connector down.,Negative,,third_party_outage;xero;connector;down
ND-2025-001329,2026-01-01T00:00:00Z,2025-07-09 12:25:00+00:00,email,incident,integrations,webhook_failure,Medium,24.0,7.5,25.8,solved,fixed,false,engineering,,10,standard,North West,25-34,F,webhooks not receiving data.,Neutral,4,webhook;data;receive;failure
ND-2025-001330,2026-01-01T00:00:00Z,2025-07-10 14:40:00+00:00,webchat,incident,performance_outage,500_error,High,8.0,3.2,11.5,solved,fixed,true,engineering,engineering,28,pro,South East,35-44,M,500 error on report load.,Negative,3,500_error;report;load;error
ND-2025-001331,2026-01-01T00:00:00Z,2025-07-11 09:05:00+00:00,email,incident,integrations,rate_limit_hit,Medium,24.0,5.8,24.2,solved,workaround,false,engineering,,14,standard,London,25-34,F,api rate limit reached.,Neutral,5,rate_limit_hit;api;limit;reach
ND-2025-001332,2026-01-01T00:00:00Z,2025-07-12 11:35:00+00:00,in_app,service_request,other,sales_inquiry,Low,48.0,22.1,,open,,false,support,,0,free,Yorkshire,18-24,M,pricing for enterprise plan?,Neutral,,sales;inquiry;pricing;enterprise
ND-2025-001333,2026-01-01T00:00:00Z,2025-07-13 13:50:00+00:00,email,incident,integrations,json,High,8.0,2.9,10.2,solved,fixed,false,engineering,,18,pro,South West,35-44,M,json format error.,Neutral,4,json;format;error;api
ND-2025-001334,2026-01-01T00:00:00Z,2025-07-14 15:15:00+00:00,webchat,incident,integrations,oauth_token_issue,Medium,24.0,6.5,26.5,solved,fixed,false,engineering,,11,standard,East of England,25-34,F,token problem with hubspot.,Neutral,4,oauth;token;hubspot;problem
ND-2025-001335,2026-01-01T00:00:00Z,2025-07-15 08:30:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.1,5.1,solved,fixed,true,engineering,engineering,36,pro,London,45-54,M,xero api down again.,Negative,2,third_party_outage;xero;api;down
ND-2025-001336,2026-01-01T00:00:00Z,2025-07-16 10:45:00+00:00,email,incident,bug,ui_glitch,Low,48.0,25.2,49.8,solved,fixed,false,engineering,,6,standard,West Midlands,25-34,F,ui glitch on the login page.,Neutral,5,bug;ui;login;page
ND-2025-001337,2026-01-01T00:00:00Z,2025-07-17 12:00:00+00:00,phone,incident,integrations,timeout_error,High,8.0,3.5,12.1,solved,fixed,true,engineering,engineering,24,pro,London,35-44,M,salesforce sync timed out.,Negative,3,timeout;salesforce;sync;out
ND-2025-001338,2026-01-01T00:00:00Z,2025-07-18 14:25:00+00:00,webchat,service_request,data_reporting,export_issue,Medium,24.0,7.2,25.5,solved,fixed,false,data,,13,standard,North East,25-34,F,export not working for pdf.,Neutral,4,export;pdf;issue;working
ND-2025-001339,2026-01-01T00:00:00Z,2025-07-19 16:40:00+00:00,email,incident,integrations,api_auth_error,Medium,24.0,5.5,23.8,solved,fixed,false,support,,8,standard,Northern Ireland,25-34,M,auth error on connector.,Neutral,5,api;auth;error;connector
ND-2025-001340,2026-01-01T00:00:00Z,2025-07-20 09:05:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,0.8,4.5,solved,duplicate,true,engineering,,42,enterprise,London,55-64,M,xero down.,Negative,,third_party_outage;xero;down;connector
ND-2025-001341,2026-01-01T00:00:00Z,2025-07-21 11:30:00+00:00,in_app,incident,performance_outage,latency_spike,High,8.0,2.5,9.5,solved,fixed,false,engineering,,19,pro,South East,35-44,F,latency is very high.,Negative,3,latency;high;slow;polaris
ND-2025-001342,2026-01-01T00:00:00Z,2025-07-22 13:55:00+00:00,email,incident,integrations,mapping_error,Medium,24.0,6.1,24.8,solved,fixed,false,engineering,,15,standard,Scotland,25-34,M,mapping error on the dashboard.,Negative,4,mapping_error;dashboard;error;field
ND-2025-001343,2026-01-01T00:00:00Z,2025-07-23 15:20:00+00:00,webchat,incident,integrations,rate_limit_hit,High,8.0,3.1,10.8,solved,workaround,true,engineering,engineering,26,pro,London,35-44,F,rate limit on api.,Negative,3,rate_limit_hit;api;limit;hit
ND-2025-001344,2026-01-01T00:00:00Z,2025-07-24 08:35:00+00:00,email,incident,integrations,third_party_outage,Urgent,2.0,0.5,3.2,solved,fixed,true,engineering,engineering,55,enterprise,London,55-64,M,critical xero failure.,Negative,1,third_party_outage;xero;failure;critical
ND-2025-001345,2026-01-01T00:00:00Z,2025-07-25 10:10:00+00:00,email,service_request,account_admin,billing_contact_update,Low,48.0,18.5,45.5,solved,answered,false,support,,3,free,Wales,18-24,F,update billing contact.,Neutral,5,admin;billing;contact;update
ND-2025-001346,2026-01-01T00:00:00Z,2025-07-26 12:35:00+00:00,phone,incident,integrations,timeout_error,High,8.0,2.8,11.5,solved,fixed,true,engineering,engineering,30,pro,South West,35-44,M,timeout on xero sync.,Negative,3,timeout;xero;sync;error
ND-2025-001347,2026-01-01T00:00:00Z,2025-07-27 14:50:00+00:00,webchat,incident,bug,browser_compatibility,Medium,24.0,6.5,23.2,solved,workaround,false,engineering,,9,standard,East Midlands,25-34,F,safari compatibility issue.,Neutral,4,bug;safari;compatibility;issue
ND-2025-001348,2026-01-01T00:00:00Z,2025-07-28 09:15:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.2,5.5,solved,fixed,true,engineering,engineering,38,enterprise,London,45-54,M,xero api outage.,Negative,2,third_party_outage;xero;outage;api
ND-2025-001349,2026-01-01T00:00:00Z,2025-07-29 11:40:00+00:00,email,incident,integrations,webhook_failure,Medium,24.0,7.5,26.1,solved,fixed,false,engineering,,12,standard,North West,25-34,F,webhook failure.,Neutral,5,webhook;failure;api;connector
ND-2025-001350,2026-01-01T00:00:00Z,2025-07-30 13:05:00+00:00,in_app,incident,performance_outage,database_slow,High,8.0,3.5,12.2,solved,fixed,false,engineering,,22,pro,South East,35-44,M,database slow query.,Negative,3,database;slow;query;polaris
ND-2025-001351,2026-01-01T00:00:00Z,2025-07-31 15:30:00+00:00,webchat,incident,integrations,oauth_token_issue,Medium,24.0,5.8,24.5,solved,fixed,false,engineering,,16,standard,Yorkshire,25-34,F,oauth token error.,Neutral,4,oauth;token;error;api
ND-2025-001352,2026-01-01T00:00:00Z,2025-07-01 08:00:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,0.9,4.2,solved,duplicate,true,engineering,,34,pro,London,45-54,M,xero down.,Negative,,third_party_outage;xero;down;api
ND-2025-001353,2026-01-01T00:00:00Z,2025-07-02 10:25:00+00:00,email,incident,integrations,json,High,8.0,2.1,9.8,solved,fixed,false,engineering,,20,pro,West Midlands,35-44,M,json invalid.,Neutral,3,json;invalid;api;error
ND-2025-001354,2026-01-01T00:00:00Z,2025-07-03 12:50:00+00:00,phone,incident,security_privacy,mfa_policy,Medium,24.0,4.5,22.8,solved,answered,false,security,,25,pro,London,35-44,F,mfa policy question.,Neutral,5,security;mfa;policy;question
ND-2025-001355,2026-01-01T00:00:00Z,2025-07-04 15:15:00+00:00,email,incident,integrations,api_auth_error,Medium,24.0,6.2,25.5,solved,fixed,false,support,,10,standard,Scotland,25-34,M,auth error api.,Neutral,4,api;auth;error;failed
ND-2025-001356,2026-01-01T00:00:00Z,2025-07-05 09:40:00+00:00,webchat,incident,integrations,rate_limit_hit,High,8.0,2.8,11.2,solved,workaround,true,engineering,engineering,30,pro,North East,35-44,F,rate limit exceeded.,Negative,3,rate_limit_hit;api;exceeded;limit
ND-2025-001357,2026-01-01T00:00:00Z,2025-07-06 11:05:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.5,5.8,solved,fixed,true,engineering,engineering,48,enterprise,London,55-64,M,xero connector broken.,Negative,2,third_party_outage;xero;broken;connector
ND-2025-001358,2026-01-01T00:00:00Z,2025-07-07 13:30:00+00:00,email,incident,billing_payments,invoice_error,Medium,24.0,5.1,23.5,solved,fixed,false,billing,,15,standard,South West,35-44,F,invoice incorrect.,Negative,4,invoice;incorrect;billing;error
ND-2025-001359,2026-01-01T00:00:00Z,2025-07-08 15:55:00+00:00,webchat,incident,integrations,mapping_error,High,8.0,3.2,10.5,solved,fixed,false,engineering,,22,pro,London,35-44,M,mapping incorrect.,Negative,3,mapping_error;incorrect;field;data
ND-2025-001360,2026-01-01T00:00:00Z,2025-07-09 08:20:00+00:00,in_app,incident,performance_outage,latency_spike,Medium,24.0,7.2,26.5,solved,fixed,false,engineering,,12,standard,Wales,25-34,F,latency high.,Negative,4,latency;high;polaris;slow
ND-2025-001361,2026-01-01T00:00:00Z,2025-07-10 10:45:00+00:00,email,incident,integrations,timeout_error,Urgent,4.0,0.8,4.5,solved,fixed,true,engineering,engineering,35,pro,South East,35-44,M,timeout error.,Negative,2,timeout;error;api;sync
ND-2025-001362,2026-01-01T00:00:00Z,2025-07-11 13:10:00+00:00,email,incident,integrations,third_party_outage,Urgent,2.0,0.5,3.1,solved,fixed,true,engineering,engineering,52,enterprise,London,55-64,M,xero outage.,Negative,1,third_party_outage;xero;outage;api
ND-2025-001363,2026-01-01T00:00:00Z,2025-07-12 15:35:00+00:00,webchat,service_request,other,test_ticket,Low,48.0,1.2,2.5,solved,cancelled,false,support,,0,free,North West,18-24,M,test chat.,Neutral,,test_ticket;spam;chat;test
ND-2025-001364,2026-01-01T00:00:00Z,2025-07-13 09:50:00+00:00,email,incident,integrations,oauth_token_issue,Medium,24.0,6.5,25.2,solved,fixed,false,engineering,,14,standard,East Midlands,25-34,F,oauth token invalid.,Neutral,4,oauth;token;invalid;api
ND-2025-001365,2026-01-01T00:00:00Z,2025-07-14 11:15:00+00:00,phone,incident,integrations,webhook_failure,High,8.0,2.5,9.5,solved,fixed,true,engineering,engineering,28,pro,London,35-44,M,webhook failed.,Negative,3,webhook;failed;api;connector
ND-2025-001366,2026-01-01T00:00:00Z,2025-07-15 13:40:00+00:00,email,incident,bug,regression_after_update,Medium,24.0,5.8,24.1,solved,fixed,false,engineering,,16,standard,Yorkshire,25-34,F,bug after update.,Negative,4,bug;update;regression;error
ND-2025-001367,2026-01-01T00:00:00Z,2025-07-16 16:05:00+00:00,webchat,incident,integrations,api_auth_error,High,8.0,3.1,10.8,solved,fixed,false,engineering,,24,pro,South West,35-44,M,api auth error.,Negative,3,api;auth;error;key
ND-2025-001368,2026-01-01T00:00:00Z,2025-07-17 08:30:00+00:00,email,incident,integrations,third_party_outage,Urgent,4.0,1.1,5.2,solved,duplicate,true,engineering,,40,enterprise,London,55-64,M,xero sync down.,Negative,,third_party_outage;xero;sync;down
ND-2025-001369,2026-01-01T00:00:00Z,2025-07-18 10:55:00+00:00,email,incident,integrations,rate_limit_hit,Medium,24.0,4.5,23.5,solved,workaround,false,engineering,,12,standard,East of England,25-34,F,rate limit hit.,Neutral,4,rate_limit_hit;limit;api;error
ND-2025-001400,2026-01-01T00:00:00Z,2025-08-01 08:15:22+00:00,email,incident,performance_outage,latency_spike,Urgent,4.0,5.2,,open,,true,engineering,,24,pro,London,35-44,F,polaris board loading spinner just hangs forever since this morning.,Negative,,latency;spinner;loading;polaris;timeout
ND-2025-001401,2026-01-01T00:00:00Z,2025-08-01 09:30:45+00:00,webchat,service_request,access_permissions,password_reset,Medium,24.0,26.5,,open,,false,operations,,12,standard,South East,25-34,M,forgot orbit id password after my holiday need reset asap.,Neutral,,orbit_id;password;login;reset;access
ND-2025-001402,2026-01-01T00:00:00Z,2025-08-01 10:12:11+00:00,email,service_request,billing_payments,invoice_error,Low,48.0,50.1,,pending,,false,billing,,6,free,North West,45-54,F,invoice for august seems to have a duplicate charge for seats.,Negative,,invoice;duplicate_charge;billing;seats;error
ND-2025-001403,2026-01-01T00:00:00Z,2025-08-01 11:45:00+00:00,phone,incident,integrations,api_auth_error,High,8.0,7.5,32.0,solved,fixed,false,engineering,,36,enterprise,Scotland,35-44,M,xero connector throwing 401 auth errors intermittently.,Negative,4,connector;xero;api;auth;error
ND-2025-001404,2026-01-01T00:00:00Z,2025-08-01 13:20:33+00:00,in_app,service_request,how_to_training,feature_how_to,Low,48.0,49.5,,new,,false,operations,,2,standard,South West,18-24,F,how do i add a widget to the main polaris dashboard?,Neutral,,polaris;widget;how_to;dashboard;setup
ND-2025-001405,2026-01-01T00:00:00Z,2025-08-01 14:55:10+00:00,email,incident,bug,export_bug,Medium,24.0,28.0,,open,,true,engineering,,48,pro,London,55-64,M,pdf export of the kpi report is cutting off the bottom row.,Negative,,bug;export;pdf;report;kpi
ND-2025-001406,2026-01-01T00:00:00Z,2025-08-01 16:10:05+00:00,webchat,service_request,account_admin,user_add_remove,Low,48.0,4.0,12.5,solved,answered,false,operations,,15,standard,Yorkshire,25-34,F,need to remove a user who left the company last week.,Neutral,5,user_management;admin;remove;settings;security
ND-2025-001407,2026-01-01T00:00:00Z,2025-08-02 09:05:44+00:00,email,incident,security_privacy,mfa_policy,High,8.0,9.2,,open,,true,security,,60,enterprise,East of England,45-54,M,orbit id mfa is not sending sms codes to our team in france.,Negative,,orbit_id;mfa;sms;security;login
ND-2025-001408,2026-01-01T00:00:00Z,2025-08-02 11:22:18+00:00,webchat,service_request,data_reporting,missing_data,Medium,24.0,25.5,,pending,,false,data,,9,pro,West Midlands,35-44,F,data from yesterday is missing in the sales polaris board.,Negative,,polaris;data;missing;report;sales
ND-2025-001409,2026-01-01T00:00:00Z,2025-08-02 14:40:55+00:00,email,incident,integrations,rate_limit_hit,High,8.0,8.5,,on_hold,,false,engineering,,20,standard,North East,25-34,M,salesforce connector hitting rate limits during sync.,Neutral,,connector;salesforce;rate_limit;sync;api
ND-2025-001410,2026-01-01T00:00:00Z,2025-08-02 16:00:00+00:00,email,service_request,other,sales_inquiry,Low,48.0,52.0,,new,,false,operations,,0,free,Wales,45-54,F,interested in upgrading to pro for the new visualization features.,Positive,,sales;upgrade;inquiry;pro_tier;features
ND-2025-001411,2026-01-01T00:00:00Z,2025-08-03 08:45:21+00:00,in_app,incident,bug,ui_glitch,Medium,24.0,22.0,,open,,false,engineering,,30,pro,London,25-34,M,the filter dropdown is stuck behind the chart widget.,Neutral,,bug;ui;glitch;filter;widget
ND-2025-001412,2026-01-01T00:00:00Z,2025-08-03 10:15:33+00:00,phone,incident,performance_outage,degraded_performance,Urgent,4.0,5.5,,open,,true,engineering,,55,enterprise,South East,35-44,F,system is incredibly slow loading reports this morning.,Negative,,slow;latency;performance;report;loading
ND-2025-001413,2026-01-01T00:00:00Z,2025-08-03 12:30:10+00:00,email,service_request,billing_payments,plan_change_billing,Low,48.0,46.0,90.0,solved,answered,false,billing,,11,standard,North West,55-64,M,want to downgrade to standard tier as we don't use all features.,Neutral,,downgrade;billing;subscription;standard;plan
ND-2025-001414,2026-01-01T00:00:00Z,2025-08-04 09:10:00+00:00,webchat,incident,access_permissions,sso_setup,High,8.0,10.0,,open,,true,operations,,40,enterprise,Scotland,45-54,F,okta sso integration failing for new users.,Negative,,sso;okta;orbit_id;login;integration
ND-2025-001415,2026-01-01T00:00:00Z,2025-08-04 11:55:45+00:00,email,service_request,data_reporting,report_permissions,Medium,24.0,26.0,,pending,,false,data,,5,pro,London,25-34,M,can't share the q2 financials polaris board with the team.,Neutral,,polaris;permissions;share;report;board
ND-2025-001416,2026-01-01T00:00:00Z,2025-08-04 13:40:22+00:00,in_app,service_request,how_to_training,examples_needed,Low,48.0,50.5,,new,,false,operations,,3,standard,South West,18-24,F,need examples of best practice for inventory widgets.,Neutral,,best_practice;widget;inventory;examples;training
ND-2025-001417,2026-01-01T00:00:00Z,2025-08-05 08:20:15+00:00,email,incident,performance_outage,database_slow,High,8.0,9.0,,open,,true,engineering,,18,pro,Yorkshire,35-44,M,queries on the large dataset are timing out.,Negative,,database;timeout;query;slow;performance
ND-2025-001418,2026-01-01T00:00:00Z,2025-08-05 10:05:50+00:00,webchat,service_request,billing_payments,vat_receipt,Low,48.0,2.0,5.0,solved,answered,false,billing,,8,standard,East Midlands,45-54,F,need a vat receipt for the last invoice please.,Neutral,5,vat;invoice;receipt;billing;tax
ND-2025-001419,2026-01-01T00:00:00Z,2025-08-05 14:15:30+00:00,email,incident,integrations,webhook_failure,Medium,24.0,25.0,,open,,false,engineering,,22,pro,London,25-34,M,shopify webhooks not triggering updates in northstar.,Negative,,webhook;shopify;connector;update;failure
ND-2025-001420,2026-01-01T00:00:00Z,2025-08-06 09:00:00+00:00,email,service_request,account_admin,org_settings,Low,48.0,55.0,,pending,,false,operations,,14,standard,Northern Ireland,35-44,F,change organisation name in settings.,Neutral,,settings;organization;admin;name_change;update
ND-2025-001421,2026-01-01T00:00:00Z,2025-08-06 11:30:25+00:00,phone,incident,access_permissions,account_locked,Urgent,4.0,5.0,,open,,true,security,,50,enterprise,London,45-54,M,admin account locked out suspicious activity warning.,Negative,,locked_out;admin;security;suspicious;orbit_id
ND-2025-001422,2026-01-01T00:00:00Z,2025-08-06 13:45:10+00:00,webchat,service_request,data_reporting,timezone_confusion,Medium,24.0,20.0,,on_hold,,false,data,,7,pro,South East,25-34,F,why are the timestamps on the polaris board in utc?,Neutral,,timezone;polaris;timestamp;utc;report
ND-2025-001423,2026-01-01T00:00:00Z,2025-08-07 08:50:40+00:00,email,incident,bug,mobile_issue,Medium,24.0,26.0,,open,,false,engineering,,19,standard,North West,35-44,M,app crashing on ios when opening the sales widget.,Negative,,mobile;crash;ios;widget;app
ND-2025-001424,2026-01-01T00:00:00Z,2025-08-07 10:10:15+00:00,in_app,service_request,how_to_training,onboarding_help,Low,48.0,52.0,,new,,false,operations,,1,free,Wales,18-24,F,new here need help setting up my first connector.,Neutral,,onboarding;connector;setup;help;training
ND-2025-001425,2026-01-01T00:00:00Z,2025-08-07 12:25:55+00:00,email,incident,integrations,mapping_error,High,8.0,9.5,,pending,,false,engineering,,33,pro,London,45-54,M,hubspot deal stages mapped incorrectly in northstar.,Negative,,mapping;hubspot;connector;error;deal_stages
ND-2025-001426,2026-01-01T00:00:00Z,2025-08-07 15:30:30+00:00,webchat,service_request,other,spam,Low,48.0,1.0,1.2,solved,cancelled,false,operations,,0,free,East of England,25-34,F,seo services for your website.,Neutral,,spam;other;miscellaneous;marketing;irrelevant
ND-2025-001427,2026-01-01T00:00:00Z,2025-08-08 09:15:00+00:00,email,incident,security_privacy,gdpr_request,High,24.0,25.0,,open,,true,security,,28,standard,South West,35-44,M,right to be forgotten request for a former employee.,Neutral,,gdpr;privacy;deletion;compliance;request
ND-2025-001428,2026-01-01T00:00:00Z,2025-08-08 11:40:45+00:00,phone,incident,performance_outage,intermittent_errors,Urgent,4.0,6.0,,open,,true,engineering,,65,enterprise,London,55-64,F,getting random 500 errors when saving changes to dashboards.,Negative,,500_error;dashboard;save;error;intermittent
ND-2025-001429,2026-01-01T00:00:00Z,2025-08-08 14:05:20+00:00,email,service_request,billing_payments,payment_failed,High,8.0,9.0,,pending,,false,billing,,10,pro,North East,25-34,M,payment failed but card details are correct.,Negative,,payment;failed;card;billing;error
ND-2025-001430,2026-01-01T00:00:00Z,2025-08-09 10:00:00+00:00,webchat,incident,bug,browser_compatibility,Medium,24.0,27.0,,new,,false,engineering,,16,standard,Yorkshire,45-54,F,polaris board looks weird on firefox.,Neutral,,firefox;browser;ui;glitch;polaris
ND-2025-001431,2026-01-01T00:00:00Z,2025-08-09 12:30:10+00:00,email,service_request,data_reporting,incorrect_filtering,Medium,24.0,26.5,,open,,false,data,,4,pro,West Midlands,35-44,M,filter by region is not excluding the selected values.,Negative,,filter;incorrect;data;report;region
